"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_QM","Commercial services imports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","54.346083"
"Trade in commercial services","ITS_CS_QM","Commercial services imports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","33.539633"
"Trade in commercial services","ITS_CS_QM","Commercial services imports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","71.089798"
"Trade in commercial services","ITS_CS_QM","Commercial services imports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","37.873264"
"Trade in commercial services","ITS_CS_QM","Commercial services imports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","61.673127"
"Trade in commercial services","ITS_CS_QM","Commercial services imports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","78.26772"
"Trade in commercial services","ITS_CS_QM","Commercial services imports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","68.803609"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","5365.135957"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","8594.273439"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","6821.610251"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","7890.445513"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","6140.124616"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","5998.539769"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","4736.255405"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","4268.314247"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","6519.432624"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","5872.260176"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","4935.247237"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","6933.827689"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","6524.780324"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","7598.94636"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","6534.11755"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","5220.145456"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","6645.540445"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","6156.776573"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","4807.945566"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","4155.257078"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","5661.773526"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","5577.401008"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","4933.905322"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","6044.001331"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","7651.006082"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","7409.214375"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","646.9848"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","525.628812"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","368.074349"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","438.150369"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","383.043848"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","212.961466"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","228.177524"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","232.430904"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","463.096431"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","220.353931"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","588.977001"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","371.057051"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","443.48064"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","573.403241"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","207.711227"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","340.248723"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","479.169753"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","491.436934"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","182.744292"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","411.536168"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","355.720499"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","184.727554"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","531.133745"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","592.484736"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","333.636371"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","198.486989"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","7030.534439"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","6227.596333"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","5799.59036"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","4862.79549"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","3884.279855"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","5276.036973"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","4425.072462"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","3994.781877"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","3287.050364"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","4457.01272"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","5307.29361"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","5354.406856"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","4838.005851"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","6011.868266"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","4830.807866"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","4437.57166"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","5090.489399"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","3576.934937"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","3884.953126"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","3086.193504"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","3691.457778"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","5098.037517"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","4528.971776"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","4211.602345"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","5853.879927"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","Q4","Fourth Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","5398.506376"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","35.891155"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","48.774913"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","48.666757"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","36.445346"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","43.563561"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","54.778875"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q1","First Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","29.22453"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2013","","","","35.349808"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2015","","","","48.402054"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","47.851833"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","40.740324"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","50.546044"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2019","","","","44.893771"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q2","Second Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","36.9286"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2018","","","","45.586865"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2017","","","","44.527224"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2016","","","","35.585459"
"Trade in commercial services","ITS_CS_QX","Commercial services exports by main sector – quarterly","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","Q3","Third Quarter","Q","Quarterly","USM","Million US dollar","2014","","","","34.121173"
