"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2014","","","","16208.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2015","","","","17733.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2016","","","","19649.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","","","","21332.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","22506.101882"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2013","","","","1106.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2014","","","","1291.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1444.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2016","","","","1646.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2017","","","","1769.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA1","Acquisition of goods and services by border, seasonal, and other short-term workers","A","Annual","A","Annual","USM","Million US dollar","2013","","","","46.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA1","Acquisition of goods and services by border, seasonal, and other short-term workers","A","Annual","A","Annual","USM","Million US dollar","2014","","","","65.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA1","Acquisition of goods and services by border, seasonal, and other short-term workers","A","Annual","A","Annual","USM","Million US dollar","2015","","","","72.6"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA1","Acquisition of goods and services by border, seasonal, and other short-term workers","A","Annual","A","Annual","USM","Million US dollar","2016","","","","46.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA1","Acquisition of goods and services by border, seasonal, and other short-term workers","A","Annual","A","Annual","USM","Million US dollar","2017","","","","43.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA2","Other (Business)","A","Annual","A","Annual","USM","Million US dollar","2013","","","","1060.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA2","Other (Business)","A","Annual","A","Annual","USM","Million US dollar","2014","","","","1226.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA2","Other (Business)","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1371.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA2","Other (Business)","A","Annual","A","Annual","USM","Million US dollar","2016","","","","1599.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA2","Other (Business)","A","Annual","A","Annual","USM","Million US dollar","2017","","","","1726.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2013","","","","12842"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2014","","","","14916.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2015","","","","16289.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2016","","","","18003.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2017","","","","19563.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB1","Health-related","A","Annual","A","Annual","USM","Million US dollar","2013","","","","266.6"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB1","Health-related","A","Annual","A","Annual","USM","Million US dollar","2014","","","","278.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB1","Health-related","A","Annual","A","Annual","USM","Million US dollar","2015","","","","279.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB1","Health-related","A","Annual","A","Annual","USM","Million US dollar","2016","","","","268.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB1","Health-related","A","Annual","A","Annual","USM","Million US dollar","2017","","","","315.1"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2014","","","","46.6"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2015","","","","65.6"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2016","","","","55.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2017","","","","60.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2013","","","","63.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2013","","","","12512"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2014","","","","14591.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2015","","","","15943.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2016","","","","17678.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2017","","","","19188"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","2793.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","3553.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3171.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2879.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","3299.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","3106.893406"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2013","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2014","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF12","Freight insurance","A","Annual","A","Annual","USM","Million US dollar","2013","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF12","Freight insurance","A","Annual","A","Annual","USM","Million US dollar","2014","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF12","Freight insurance","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF12","Freight insurance","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF12","Freight insurance","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2013","","","","2793.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2014","","","","3553.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3171.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2879.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2017","","","","3299.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","125.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","127.1"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","137.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","154"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","349.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","444.192225"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","117.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","120.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","131.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","146.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","342.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2015","","","","6.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2016","","","","7.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2017","","","","7.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2013","","","","8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2014","","","","6.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2013","","","","8.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2014","","","","8.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2015","","","","7.4"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2016","","","","6.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","","","","6.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","7.028139"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","197.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","183.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","159.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","107"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","80.6"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","63.804195"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","197.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","183.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","159.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","99.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","53.6"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","51.877145"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","27"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","11.914335"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2013","","","","11.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2014","","","","10.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2015","","","","9.9"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","484","Mexico","000","World","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2016","","","","30.7"
